status,class_name,property_name,data_type
Class - NEW,Class1,,
Class - NEW,EligibilityCriterionItem,,
,,id,string
,,name,string
,,description,string
,,label,string
,,text,string
,,notes,CommentAnnotation
,,dictionary,SyntaxTemplateDictionary
Class - NEW,ExtensionAttribute,,
,,id,string
,,url,string
,,valueString,string
,,valueBoolean,Boolean
,,valueInteger,Integer
,,valueId,string
,,valueRange,Range
,,valueCode,Code
,,valueQuantity,Quantity
,,valueAliasCode,AliasCode
,,extensionAttributes,ExtensionAttribute
,,valueExtensionClass,ExtensionClass
Class - NEW,ExtensionClass,,
,,id,string
,,url,string
,,extensionAttributes,ExtensionAttribute
,,,
Property - NEW,Masking,isMasked,Boolean
Property - NEW,Masking,text,string
Property - NEW,StudyDesignPopulation,plannedCompletionNumberQuantity,Quantity
Property - NEW,StudyDesignPopulation,plannedCompletionNumberRange,Range
Property - NEW,StudyDesignPopulation,plannedEnrollmentNumberQuantity,Quantity
Property - NEW,StudyDesignPopulation,plannedEnrollmentNumberRange,Range
Property - NEW,PopulationDefinition,plannedCompletionNumberQuantity,Quantity
Property - NEW,PopulationDefinition,plannedCompletionNumberRange,Range
Property - NEW,PopulationDefinition,plannedEnrollmentNumberQuantity,Quantity
Property - NEW,PopulationDefinition,plannedEnrollmentNumberRange,Range
Property - NEW,StudyCohort,indications,Indication
Property - NEW,StudyCohort,plannedCompletionNumberQuantity,Quantity
Property - NEW,StudyCohort,plannedCompletionNumberRange,Range
Property - NEW,StudyCohort,plannedEnrollmentNumberQuantity,Quantity
Property - NEW,StudyCohort,plannedEnrollmentNumberRange,Range
Property - NEW,SubjectEnrollment,forGeographicScope,GeographicScope
Property - NEW,SubjectEnrollment,forStudyCohort,StudyCohort
Property - NEW,SubjectEnrollment,forStudySite,StudySite
Property - NEW,EligibilityCriterion,criterionItem,EligibilityCriterionItem
Property - NEW,Strength,numeratorQuantity,Quantity
Property - NEW,Strength,numeratorRange,Range
Property - DELETED,Masking,description,string
Property - DELETED,Range,unit,AliasCode
Property - DELETED,StudyDesignPopulation,plannedCompletionNumber,Range
Property - DELETED,StudyDesignPopulation,plannedEnrollmentNumber,Range
Property - DELETED,PopulationDefinition,plannedCompletionNumber,Range
Property - DELETED,PopulationDefinition,plannedEnrollmentNumber,Range
Property - DELETED,StudyCohort,plannedCompletionNumber,Range
Property - DELETED,StudyCohort,plannedEnrollmentNumber,Range
Property - DELETED,SubjectEnrollment,appliesTo,"GeographicScope, StudyCohort, StudySite"
Property - DELETED,EligibilityCriterion,dictionary,SyntaxTemplateDictionary
Property - DELETED,EligibilityCriterion,text,string
Property - DELETED,Strength,numerator,"Quantity, Range"
